Security Code,Issuer Name,Symbol,Security Name,Status,Group,Face Value,ISIN No,Industry,Market Capitalisation
532493,Astra Microwave Products Ltd.,ASTRAMICRO,ASTRA MICROWAVE PRODUCTS LTD.,Active,A,2,INE386C01029,Aerospace & Defense,7341.15
532497,Radico Khaitan Ltd.,RADICO,RADICO KHAITAN LTD.,Active,A,2,INE944F01028,Breweries & Distilleries,31893.82
532500,Maruti Suzuki India Ltd.,MARUTI,MARUTI SUZUKI INDIA LTD.,Active,A,5,INE585B01010,Passenger Cars & Utility Vehicles,352695.24
532503,Rajapalayam Mills Limited,RAJPALAYAM,RAJAPALAYAM MILLS LTD.-$,Active,X,10,INE296E01026,Other Textile Products,865.68
532504,Navin Fluorine International Limited,NAVINFLUOR,Navin Fluorine International Limited-$,Active,A,2,INE048G01026,Specialty Chemicals,16704.14
532505,UCO Bank,UCOBANK,UCO BANK,Active,A,10,INE691A01018,Public Sector Bank,55081.1
532507,B.A.G. Films & Media Ltd,BAGFILMS,B.A.G.FILMS & MEDIA LTD.,Active,B,2,INE116D01028,TV Broadcasting & Software Production,212.76
532508,Jindal Stainless Limited,JSL,JINDAL STAINLESS LTD.,Active,A,2,INE220G01021,Iron & Steel,56574.07
532509,Suprajit Engineering Ltd.,SUPRAJIT,SUPRAJIT ENGINEERING LTD.-$,Active,A,1,INE399C01030,Auto Components & Equipments,7175.58
532513,TVS Electronics Ltd.,TVSELECT,TVS ELECTRONICS LTD.,Active,T,10,INE236G01019,Computers Hardware & Equipments,728.67
532514,Indraprashtha Gas Ltd.,IGL,INDRAPRASTHA GAS LTD.,Active,A,2,INE203G01027,LPG/CNG/PNG/LNG Supplier,29424.53
532515,T.V.Today Network Limited,TVTODAY,TV TODAY NETWORK LTD.,Active,B,5,INE038F01029,TV Broadcasting & Software Production,1192.48
532521,Palred Technologies Limited,PALREDTEC,Palred Technologies Limited,Active,T,10,INE218G01033,IT Enabled Services,123.67
532522,PETRONET LNG LTD.,PETRONET,PETRONET LNG LTD.,Active,A,10,INE347G01014,LPG/CNG/PNG/LNG Supplier,50145
532523,Biocon Ltd.,BIOCON,BIOCON LTD.,Active,A,5,INE376G01013,Pharmaceuticals,37896.94
532524,PTC India Ltd,PTC,PTC INDIA LTD.,Active,B,10,INE877F01012,Power Trading,5341.47
532525,Bank of maharashtra,MAHABANK,BANK OF MAHARASHTRA,Active,A,10,INE457A01014,Public Sector Bank,42688.13
532527,ramkrishna forgings Ltd.,RKFORGE,RAMKRISHNA FORGINGS LTD.,Active,A,2,INE399G01023,Auto Components & Equipments,16620.56
532528,Datamatics Global Services Limited,DATAMATICS,DATAMATICS GLOBAL SERVICES LTD.,Active,A,5,INE365B01017,IT Enabled Services,3452.16
532529,New Delhi Television Limited,NDTV,NEW DELHI TELEVISION LTD.,Active,B,4,INE155G01029,TV Broadcasting & Software Production,1054.11
532531,STRIDES PHARMA SCIENCE LIMITED,STAR,Strides Pharma Science Ltd,Active,A,10,INE939A01011,Pharmaceuticals,14135.36
532538,UltraTech Cement Ltd,ULTRACEMCO,ULTRATECH CEMENT LTD.,Active,A,10,INE481G01011,Cement & Cement Products,322763.97
532539,UNO Minda Limited,UNOMINDA,UNO Minda Ltd-$,Active,A,2,INE405E01023,Auto Components & Equipments,54275.65
532540,Tata Consultancy Services Ltd.,TCS,TATA CONSULTANCY SERVICES LTD.,Active,A,1,INE467B01029,Computers - Software & Consulting,1437773.71
532541,COFORGE LIMITED,COFORGE,Coforge Ltd,Active,A,10,INE591G01017,Computers - Software & Consulting,50376.29
532543,GP Petroleums Limited,GULFPETRO,GP Petroleums Limited,Active,B,5,INE586G01017,Lubricants,357.96
532548,Century Plyboards (India) Ltd.,CENTURYPLY,CENTURY PLYBOARDS (I) LTD.-$,Active,A,1,INE348B01021,Plywood Boards/ Laminates,18692.52
532553,Welspun Enterprises Limited,WELENT,Welspun Enterprises Ltd,Active,A,10,INE625G01013,Civil Construction,6655.63
532555,NTPC Limited,NTPC,NTPC LTD.,Active,A,10,INE733E01010,Power Generation,390921.1
532604,S.A.L. Steel Ltd.,SALSTEEL,S.A.L.STEEL LTD.,Active,B,10,INE658G01014,Sponge Iron,219.13
532605,JBM Auto Limited,JBMA,JBM AUTO LTD.,Active,A,2,INE927D01044,Auto Components & Equipments,18804.84
532610,Dwarikesh Sugar Industries Ltd.,DWARKESH,DWARIKESH SUGAR INDUSTRIES LTD.,Active,B,1,INE366A01041,Sugar,1195.94
532612,Indoco Remedies Ltd.,INDOCO,INDOCO REMEDIES LTD.,Active,B,2,INE873D01024,Pharmaceuticals,2866.87
532613,VIP Clothing Limited,VIPCLOTHNG,VIP Clothing Ltd,Active,T,2,INE450G01024,Garments & Apparels,343.6
532614,Impex Ferro tech Ltd.,IMPEXFERRO,IMPEX FERRO TECH LTD.,Active,Z,10,INE691G01015,Ferro & Silica Manganese,29.9
532616,Xchanging Solutions Limited,XCHANGING,XCHANGING SOLUTIONS LTD.,Active,B,10,INE692G01013,Computers - Software & Consulting,1216.53
532617,Jet Airways (India) Ltd,JETAIRWAYS,JET AIRWAYS (INDIA) LTD.,Active,Z,10,INE802G01018,Airline,401.57
532621,Morarjee Textiles Limited,MORARJEE,MORARJEE TEXTILES LTD.,Active,Z,7,INE161G01027,Other Textile Products,36.48
532624,Jindal Photo Limited,JINDALPHOT,JINDAL PHOTO LTD.,Active,B,10,INE796G01012,Household Products,752.24
532626,Pondy Oxides & Chemicals Limited,POCL,PONDY OXIDES & CHEMICALS LTD.,Active,B,5,INE063E01053,Diversified Metals,2608.42
532627,Jaiprakash Power Ventures Limited,JPPOWER,Jaiprakash Power Ventures Limited,Active,A,10,INE351F01018,Power Generation,12308.81
532628,3i Infotech limited,3IINFOLTD,3I INFOTECH LTD.,Active,B,10,INE748C01038,Computers - Software & Consulting,472.32
532629,McNally Bharat Engineering Company Limited,MBECL,MCNALLY BHARAT ENGINEERING COMPANY LTD.,Active,Z,10,INE748A01016,Civil Construction,66.45
532630,Gokaldas Exports Ltd,GOKEX,GOKALDAS EXPORTS LTD.,Active,A,5,INE887G01027,Garments & Apparels,6289.41
532633,Alldigi Tech Limited,ALLDIGI,Alldigi Tech Ltd,Active,B,10,INE835G01018,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),1552.79
532636,IIFL FINANCE LIMITED,IIFL,IIFL Finance Ltd,Active,A,2,INE530B01024,Non Banking Financial Company (NBFC),19024.09
532637,Mangalam Drugs and Organics Ltd.,MANGALAM,MANGALAM DRUGS & ORGANICS LTD.,Active,B,10,INE584F01014,Pharmaceuticals,176.8
532638,Shoppers Stop Ltd,SHOPERSTOP,SHOPPERS STOP LTD.,Active,A,5,INE498B01024,Diversified Retail,7368.54
532640,Cyber Media (India) Ltd.,CYBERMEDIA,CYBER MEDIA (INDIA) LTD.,Active,B,10,INE278G01037,Electronic Media,42.4
532641,Nandan Denim Limited,NDL,Nandan Denim Limited,Active,T,1,INE875G01048,Other Textile Products,895.15
532642,JSW Holdings Limited,JSWHL,JSW Holdings Limited,Active,A,10,INE824G01012,Investment Company,11046.46
532644,J.K. CEMENT LTD,JKCEMENT,J.K.CEMENT LTD.,Active,A,10,INE823G01014,Cement & Cement Products,31825.62
532645,Beeyu Overseas Ltd.,BEEYU,BEEYU OVERSEAS LTD.,Active,XT,10,INE052B01011,Trading & Distributors,10.03
532648,Yes Bank Ltd.,YESBANK,YES BANK LTD.,Active,A,2,INE528G01035,Private Sector Bank,64640.4
532649,Nectar Lifesciences Limited,NECLIFE,NECTAR LIFESCIENCES LTD.,Active,T,1,INE023H01027,Pharmaceuticals,871.7
532650,MSP STEEL & POWER LTD.,MSPL,MSP STEEL & POWER LTD.,Active,T,10,INE752G01015,Iron & Steel Products,1835.35
532651,SPL INDUSTRIES LIMITED,SPLIL,SPL INDUSTRIES LTD.,Active,B,10,INE978G01016,Trading - Textile Products,164.78
532652,Karnataka Bank Ltd.,KTKBANK,KARNATAKA BANK LTD.,Active,A,10,INE614B01018,Private Sector Bank,8261.64
532654,McLeod Russel India Limited,MCLEODRUSS,MCLEOD RUSSEL INDIA LTD.,Active,B,5,INE942G01012,Tea & Coffee,320.57
532656,FACOR Alloys Limited,FACORALL,FACOR ALLOYS LTD.,Active,X,1,INE828G01013,Ferro & Silica Manganese,117.33
532661,Rane (Madras) Ltd.,RML,RANE (MADRAS) LTD.,Active,B,10,INE050H01012,Auto Components & Equipments,1555.69
532662,HT Media Ltd,HTMEDIA,HT MEDIA LTD.,Active,B,2,INE501G01024,Print Media,572.56
532663,Sasken Technologies Limited,SASKEN,Sasken Technologies Ltd,Active,B,10,INE231F01020,IT Enabled Services,2704.26
532666,FCS Software Solutions Ltd.,FCSSOFT,FCS SOFTWARE SOLUTIONS LTD.,Active,B,1,INE512B01022,IT Enabled Services,581.25
532667,SUZLON ENERGY LTD.,SUZLON,SUZLON ENERGY LTD.,Active,A,2,INE040H01021,Heavy Electrical Equipment,91907.38
532668,Aurionpro Solutions Ltd.,AURIONPRO,AURIONPRO SOLUTIONS LTD.,Active,B,10,INE132H01018,Computers - Software & Consulting,9358.69
532670,Shree Renuka Sugars Ltd.,RENUKA,SHREE RENUKA SUGARS LTD.,Active,A,1,INE087H01022,Sugar,9192.95
532673,K. M. Sugar Mills Ltd.,KMSUGAR,K.M.SUGAR MILLS LTD.,Active,B,2,INE157H01023,Sugar,324.39
532674,Bannari Amman Spinning Mills Ltd,BASML,BANNARI AMMAN SPINNING MILLS LTD.,Active,T,5,INE186H01022,Other Textile Products,380.1
532676,PBA INFRASTRUCTURE LTD.,PBAINFRA,PBA INFRASTRUCTURE LTD.,Active,T,10,INE160H01019,Civil Construction,21.98
532683,AIA Engineering Ltd.,AIAENG,AIA ENGINEERING LTD.,Active,A,2,INE212H01026,Castings & Forgings,35041.8
532684,Everest Kanto Cylinders Ltd.,EKC,EVEREST KANTO CYLINDER LTD.,Active,B,2,INE184H01027,Industrial Products,2078.09
532686,Kernex Microsystems (India) Ltd.,KERNEX,KERNEX MICROSYSTEMS (INDIA) LTD.,Active,B,10,INE202H01019,Transport Related Services,1267.01
532687,Repro India Ltd.,REPRO,REPRO INDIA LTD.,Active,B,10,INE461B01014,Printing & Publication,717.29
532689,PVR INOX LIMITED,PVRINOX,PVR Inox Ltd,Active,A,10,INE191H01014,Film Production- Distribution & Exhibition,14719.18
532694,Bartronics India Ltd.,ASMS,BARTRONICS INDIA LTD.,Active,B,1,INE855F01042,IT Enabled Services,634.13
532695,Celebrity Fashions Ltd.,CELEBRITY,CELEBRITY FASHIONS LTD.,Active,B,10,INE185H01016,Garments & Apparels,83.7
532698,Nitin Spinners Ltd.,NITINSPIN,NITIN SPINNERS LTD.,Active,B,10,INE229H01012,Other Textile Products,2400.31
532699,Royal Orchid Hotels Ltd,ROHLTD,ROYAL ORCHID HOTELS LTD.,Active,B,10,INE283H01019,Hotels & Resorts,885.01
532700,Entertainment Network (India) Ltd,ENIL,ENTERTAINMENT NETWORK (INDIA) LTD.,Active,B,10,INE265F01028,Media & Entertainment,918.85
532701,CELLA SPACE LIMITED,CELLA,Cella Space Ltd,Active,Z,10,INE266H01014,Paper & Paper Products,32.24
532702,Gujarat State Petronet Ltd.,GSPL,GUJARAT STATE PETRONET LTD.,Active,A,10,INE246F01010,Gas Transmission/Marketing,21609.3
532705,Jagran Prakashan Limited,JAGRAN,JAGRAN PRAKASHAN LTD.,Active,B,2,INE199G01027,Print Media,1926.02
532707,Dynemic Products Ltd.,DYNPRO,DYNEMIC PRODUCTS LTD.,Active,T,10,INE256H01015,Specialty Chemicals,517.22
532708,GVK Power & Infrastructure Ltd,GVKPIL,GVK POWER & INFRASTRUCTURE LTD.,Active,T,1,INE251H01024,Civil Construction,843.3
532710,Sadbhav Engineering Ltd.,SADBHAV,SADBHAV ENGINEERING LTD.,Active,B,1,INE226H01026,Civil Construction,526.89
532713,Sakuma Exports Ltd.,SAKUMA,SAKUMA EXPORTS LTD.,Active,T,1,INE190H01024,Trading & Distributors,677.25
532714,KEC International Ltd.,KEC,KEC INTERNATIONAL LTD.,Active,A,2,INE389H01022,Civil Construction,25267.7
532716,Gillanders Arbuthnot & Co. Ltd.,GILLANDERS,GILLANDERS ARBUTHNOT & CO.LTD.,Active,B,10,INE047B01011,Tea & Coffee,208.75
532717,Indo Tech Transformers Limited,INDOTECH,INDO TECH TRANSFORMERS LTD.,Active,T,10,INE332H01014,Heavy Electrical Equipment,2598.87
532719,B L Kashyap and Sons Ltd,BLKASHYAP,B.L.KASHYAP AND SONS LTD.,Active,B,1,INE350H01032,Civil Construction,1859.88
532720,Mahindra & Mahindra Financial Services Limited,M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,Active,A,2,INE774D01024,Non Banking Financial Company (NBFC),34162.4
532721,Visa Steel Limited,VISASTEEL,VISA STEEL LTD.,Active,T,10,INE286H01012,Iron & Steel,344.94
532722,Nitco Ltd.,NITCO,NITCO LTD.,Active,T,10,INE858F01012,Ceramics,843.62
532723,MPDL LIMITED,MPDL,MPDL Ltd,Active,X,10,INE493H01014,Residential- Commercial Projects,40.69
532725,Solar Industries India Limited,SOLARINDS,SOLAR INDUSTRIES INDIA LTD.,Active,A,2,INE343H01029,Explosives,90408.61
532726,GALLANTT ISPAT LIMITED,GALLANTT,Gallantt Ispat Ltd,Active,T,10,INE297H01019,Iron & Steel Products,7720.99
532728,Malu Paper Mills Limited,MALUPAPER,MALU PAPER MILLS LTD.,Active,B,10,INE383H01017,Paper & Paper Products,80.96
532729,Uttam Sugar Mills Ltd,UTTAMSUGAR,UTTAM SUGAR MILLS LTD.,Active,B,10,INE786F01031,Sugar,1219.28
532730,STL Global Ltd,SGL,STL GLOBAL LTD.,Active,T,10,INE353H01010,Other Textile Products,45.54
532732,Kewal Kiran Clothing Ltd.,KKCL,KEWAL KIRAN CLOTHING LTD.,Active,B,10,INE401H01017,Garments & Apparels,3844.8
532733,SUN TV NETWORK LIMITED,SUNTV,SUN TV NETWORK LTD.,Active,A,5,INE424H01027,TV Broadcasting & Software Production,29550.44
532734,GODAWARI POWER AND ISPAT LTD.,GPIL,GODAWARI POWER & ISPAT LTD.,Active,A,1,INE177H01039,Iron & Steel Products,13242.36
532735,R Systems International Limited,RSYSTEMS,R Systems International Limited,Active,B,1,INE411H01032,IT Enabled Services,5905.12
532737,Emkay Global Financial Services Ltd,EMKAY,EMKAY GLOBAL FINANCIAL SERVICES LTD.,Active,T,10,INE296H01011,Stockbroking & Allied,694.97
532738,Tantia Constructions Limited,TCLCONS,TANTIA CONSTRUCTIONS LTD.,Active,T,1,INE388G01026,Civil Construction,604.19
532740,Lokesh Machines Limited,LOKESHMACH,LOKESH MACHINES LTD.,Active,B,10,INE397H01017,Industrial Products,595.69
532741,Kamdhenu Limited,KAMDHENU,Kamdhenu Ltd,Active,B,10,INE390H01012,Iron & Steel Products,1467.22
532742,PAUSHAK LIMITED (formerly known as Darshak Limited),PAUSHAKLTD,PAUSHAK LTD.,Active,B,10,INE111F01016,Specialty Chemicals,1641.23
532744,GTN Textiles Ltd. (formerly known as GTN Industries Ltd.),GTNTEX,GTN TEXTILES LTD.,Active,X,10,INE302H01017,Other Textile Products,13.43
532745,Inditrade Capital Limited,INDICAP,Inditrade Capital Limited,Active,XT,10,INE347H01012,Other Financial Services,32.88
532748,Prime Focus Limited,PFOCUS,PRIME FOCUS LTD.,Active,B,1,INE367G01038,Media & Entertainment,4114.72
532749,Allcargo Logistics Ltd,ALLCARGO,ALLCARGO LOGISTICS LTD.,Active,A,2,INE418H01029,Logistics Solution Provider,5501.61
532754,GMR AIRPORTS INFRASTRUCTURE LIMITED,GMRINFRA,GMR Airports Infrastructure Ltd,Active,A,1,INE776C01039,Airport & Airport services,82866.84
532755,Tech Mahindra Limited,TECHM,TECH MAHINDRA LTD.,Active,A,5,INE669C01036,Computers - Software & Consulting,159866.97
532756,CIE Automotive India Limited,CIEINDIA,CIE Automotive India Ltd,Active,A,10,INE536H01010,Auto Components & Equipments,18567.89
532757,VOLTAMP TRANSFORMERS LIMITED,VOLTAMP,VOLTAMP TRANSFORMERS LTD.,Active,A,10,INE540H01012,Heavy Electrical Equipment,10740.84
532759,ATLANTAA LIMITED,ATLANTAA,Atlantaa Ltd,Active,T,2,INE285H01022,Road Assets–Toll- Annuity- Hybrid-Annuity,461.45
532761,HOV Services Limited,HOVS,HOV SERVICES LTD.,Active,T,10,INE596H01014,IT Enabled Services,90.7
532762,Action Construction Equipments Ltd.,ACE,ACTION CONSTRUCTION EQUIPMENT LTD.,Active,A,2,INE731H01025,Construction Vehicles,15487.96
532764,GeeCee Ventures Limited,GEECEE,GeeCee Ventures Limited,Active,B,10,INE916G01016,Residential- Commercial Projects,844.62
532766,Richa Industries Limited,RICHAIND,RICHA INDUSTRIES LTD.,Active,Z,10,INE516H01012,Civil Construction,4.48
532768,FIEM INDUSTRIES LIMITED,FIEMIND,FIEM INDUSTRIES LTD.,Active,B,10,INE737H01014,Auto Components & Equipments,4218.52
532771,JHS Svendgaard Laboratories Ltd.,JHS,JHS SVENDGAARD LABORATORIES LTD.,Active,B,10,INE544H01014,Personal Care,200.7
532772,DCB Bank Limited,DCBBANK,DCB Bank Limited,Active,A,10,INE503A01015,Private Sector Bank,3778.55
532773,Global Vectra Helicorp Ltd.,GLOBALVECT,GLOBAL VECTRA HELICORP LTD.,Active,T,10,INE792H01019,Airline,422.8
532774,Inspirisys Solutions Limited,INSPIRISYS,Inspirisys Solutions Ltd,Active,T,10,INE020G01017,IT Enabled Services,449.06
532775,GTL Infrastructure Limited,GTLINFRA,GTL INFRASTRUCTURE LTD.,Active,A,10,INE221H01019,Telecom - Infrastructure,2830.41
532776,SHIVAM AUTOTECH LIMITED,SHIVAMAUTO,SHIVAM AUTOTECH LTD.,Active,T,2,INE637H01024,Auto Components & Equipments,467.01
532777,Info Edge(India) Ltd.,NAUKRI,INFO EDGE (INDIA) LTD.,Active,A,10,INE663F01024,Internet & Catalogue Retail,99104.64
532779,TORRENT POWER LIMITED,TORNTPOWER,TORRENT POWER LTD.,Active,A,10,INE813H01021,Integrated Power Utilities,82089.35
532780,Parsvnath Developers Ltd.,PARSVNATH,PARSVNATH DEVELOPERS LTD.,Active,T,5,INE561H01026,Residential- Commercial Projects,824.67
532782,SUTLEJ TEXTILES & INDUSTRIES LIMITED,SUTLEJTEX,SUTLEJ TEXTILES & INDUSTRIES LTD.,Active,B,1,INE645H01027,Other Textile Products,991.65
532783,LT Foods Limited,LTFOODS,LT FOODS LTD.,Active,A,1,INE818H01020,Other Agricultural Products,13247.7
532784,Sobha Limited,SOBHA,Sobha Limited,Active,A,10,INE671H01015,Residential- Commercial Projects,16974.11
532785,Ruchira Papers Ltd,RUCHIRA,RUCHIRA PAPERS LTD.,Active,B,10,INE803H01014,Paper & Paper Products,386.94
532790,TANLA PLATFORMS LIMITED,TANLA,Tanla Platforms Ltd,Active,A,1,INE483C01032,Software Products,9957.98
532794,Zee Media Corporation Limited,ZEEMEDIA,Zee Media Corporation Limited,Active,T,1,INE966H01019,TV Broadcasting & Software Production,1306.52
532795,Siti Networks Limited,SITINET,Siti Networks Ltd,Active,T,1,INE965H01011,TV Broadcasting & Software Production,79.36
532796,Lumax Auto Technologies Ltd.,LUMAXTECH,LUMAX AUTO TECHNOLOGIES LTD.,Active,B,2,INE872H01027,Auto Components & Equipments,3527.84
532797,AUTOLINE INDUSTRIES LTD.,AUTOIND,AUTOLINE INDUSTRIES LTD.,Active,B,10,INE718H01014,Auto Components & Equipments,446.71
532798,Network 18 Media & Investments Limited,NETWORK18,NETWORK18 MEDIA & INVESTMENTS LTD.,Active,A,5,INE870H01013,Media & Entertainment,8736.79
532799,Hubtown Limited,HUBTOWN,HUBTOWN LTD.,Active,T,10,INE703H01016,Residential- Commercial Projects,2265.38
532801,Cambridge Technology Enterprises Ltd.,CTE,CAMBRIDGE TECHNOLOGY ENTERPRISES LTD.,Active,T,10,INE627H01017,Computers - Software & Consulting,192.36
532804,Technocraft Industries (India) Ltd.,TIIL,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,Active,B,10,INE545H01011,Iron & Steel Products,6739.49
532805,Redington Limited,REDINGTON,Redington Ltd,Active,A,2,INE891D01026,Trading & Distributors,15412.68
532806,AI CHAMPDANY INDUSTRIES LIMITED,AICHAMP,AI CHAMPDANY INDUSTRIES LTD.,Active,X,5,INE768E01024,Jute & Jute Products,179.02
532807,Cineline India Limited,CINELINE,Cineline India Limited,Active,B,5,INE704H01022,Film Production- Distribution & Exhibition,363.91
532808,Pearl Global Industries Limited,PGIL,Pearl Global Industries Limited,Active,B,5,INE940H01022,Garments & Apparels,4672.85
532809,Firstsource Solutions Ltd.,FSL,FIRSTSOURCE SOLUTIONS LTD.,Active,A,10,INE684F01012,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),25649.26
532810,Power Finance Corporation Ltd,PFC,POWER FINANCE CORPORATION LTD.,Active,A,10,INE134E01011,Financial Institution,152217.19
532811,Ahluwalia Contracts (India) Ltd,AHLUCONT,AHLUWALIA CONTRACTS (INDIA) LTD.,Active,A,2,INE758C01029,Civil Construction,7163.31
532812,Transwarranty Finance Limited,TFL,TRANSWARRANTY FINANCE LTD.,Active,T,10,INE804H01012,Non Banking Financial Company (NBFC),147.39
532814,Indian Bank,INDIANB,INDIAN BANK,Active,A,10,INE562A01011,Public Sector Bank,77713.09
532815,SMS Pharmaceuticals Ltd,SMSPHARMA,SMS PHARMACEUTICALS LTD.,Active,B,1,INE812G01025,Pharmaceuticals,2582.31
532817,Oriental Trimex Limited,ORIENTALTL,ORIENTAL TRIMEX LTD.,Active,T,10,INE998H01012,Granites & Marbles,82.03
532822,VODAFONE IDEA LIMITED,IDEA,Vodafone Idea Ltd,Active,A,10,INE669E01016,Telecom - Cellular & Fixed line services,56735.65
532825,JAGJANANI TEXTILES LIMITED,JAGJANANI,JAGJANANI TEXTILES LTD.,Active,X,10,INE702H01018,Other Textile Products,18.72
532826,Raj Television Network Ltd,RAJTV,RAJ TELEVISION NETWORK LTD.,Active,T,5,INE952H01027,TV Broadcasting & Software Production,243.32
532827,Page Industries Ltd.,PAGEIND,PAGE INDUSTRIES LTD.,Active,A,10,INE761H01022,Garments & Apparels,48328.79
532828,AMD Industries Ltd,AMDIND,AMD INDUSTRIES LTD.,Active,B,10,INE005I01014,Packaging,124.87
532829,LEHAR FOOTWEARS LIMITED,LEHAR,Lehar Footwears Ltd,Active,X,10,INE976H01018,Footwear,422.52
532830,ASTRAL LIMITED,ASTRAL,Astral Ltd,Active,A,1,INE006I01046,Plastic Products - Industrial,47540.26
532832,EQUINOX INDIA DEVELOPMENTS LIMITED,EMBDL,Equinox India Developments Ltd,Active,A,2,INE069I01010,Residential- Commercial Projects,6924.8
532834,Camlin Fine Sciences Ltd,CAMLINFINE,CAMLIN FINE SCIENCES LTD.,Active,B,1,INE052I01032,Specialty Chemicals,1867.57
532835,ICRA Limited,ICRA,ICRA LTD.,Active,B,10,INE725G01011,Ratings,6887.75
532839,Dish TV India Limited,DISHTV,DISH TV INDIA LTD.,Active,A,1,INE836F01026,TV Broadcasting & Software Production,2336.55
532841,SAHYADRI INDUSTRIES LTD.,SAHYADRI,SAHYADRI INDUSTRIES LTD.,Active,B,10,INE280H01015,Cement & Cement Products,375.73
532842,Sree Rayalaseema Hi-Strength Hypo Limited,SRHHYPOLTD,SREE RAYALASEEMA HI-STRENGTH HYPO LTD.,Active,B,10,INE917H01012,Commodity Chemicals,1317.4
532843,Fortis Healthcare Ltd,FORTIS,FORTIS HEALTHCARE LTD.,Active,A,10,INE061F01013,Hospital,46414.83
532845,TGB Banquets and Hotels Limited,TGBHOTELS,TGB BANQUETS AND HOTELS LTD.,Active,B,10,INE797H01018,Hotels & Resorts,44.72
532847,HILTON METAL FORGING LIMITED,HILTON,HILTON METAL FORGING LTD.,Active,B,10,INE788H01017,Castings & Forgings,186.4
532848,Delta Corp Limited,DELTACORP,DELTA CORP LTD.,Active,A,1,INE124G01033,Amusement Parks/ Other Recreation,3165.05
532850,MIC Electronics Limited,MICEL,MIC ELECTRONICS LTD.,Active,B,2,INE287C01037,Industrial Products,2166.45
532851,Insecticides India Ltd.,INSECTICID,INSECTICIDES (INDIA) LTD.,Active,B,10,INE070I01018,Pesticides & Agrochemicals,2546.5
532853,Asahi Songwon Colors Ltd.,ASAHISONG,ASAHI SONGWON COLORS LTD.,Active,T,10,INE228I01012,Dyes And Pigments,525.71
532855,Haryana Capfin Ltd.,HARYNACAP,HARYANA CAPFIN LTD.,Active,XT,10,INE928H01019,Investment Company,204.08
532856,Time Technoplast Limited,TIMETECHNO,TIME TECHNOPLAST LTD.,Active,A,1,INE508G01029,Plastic Products - Industrial,9313.17
532859,Hinduja Global Solutions Limited,HGS,HINDUJA GLOBAL SOLUTIONS LTD.,Active,B,10,INE170I01016,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),3591.37
532864,Nelcast Limited,NELCAST,NELCAST LTD.,Active,B,2,INE189I01024,Castings & Forgings,1070.11
532867,V2 Retail Limited,V2RETAIL,V2 RETAIL LTD.,Active,T,10,INE945H01013,Speciality Retail,3943.36
532868,DLF LIMITED,DLF,DLF LTD.,Active,A,2,INE271C01023,Residential- Commercial Projects,197678.39
532869,Tarmat Limited,TARMAT,TARMAT LTD.,Active,B,10,INE924H01018,Civil Construction,163.76
532870,Ankit Metal & Power Limited,ANKITMETAL,ANKIT METAL & POWER LTD.,Active,Z,10,INE106I01010,Iron & Steel,52.92
532872,Sun Pharma Advanced Research Company Ltd.,SPARC,SUN PHARMA ADVANCED RESEARCH COMPANY LTD.,Active,A,1,INE232I01014,Pharmaceuticals,6805.22
532873,Housing Development & Infrastructure Ltd,HDIL,HOUSING DEVELOPMENT & INFRASTRUCTURE LTD.,Active,Z,10,INE191I01012,Residential- Commercial Projects,211.41
532875,Allied Digital Services Limited,ADSL,ALLIED DIGITAL SERVICES LTD.,Active,B,5,INE102I01027,IT Enabled Services,1518.38
532878,Alpa Laboratories Limited,ALPA,ALPA LABORATORIES LTD.,Active,T,10,INE385I01010,Pharmaceuticals,240.6
532879,Sir Shadi Lal Enterprises Ltd,SSLEL,SIR SHADI LAL ENTERPRISES LTD.,Active,X,10,INE117H01019,Sugar,187.74
532880,OMAXE LIMITED,OMAXE,OMAXE LTD.,Active,B,10,INE800H01010,Residential- Commercial Projects,2154.57
532884,Refex Industries Limited,REFEX,Refex Industries Limited,Active,T,2,INE056I01025,Industrial Gases,5767.56
532885,Central Bank of India,CENTRALBK,CENTRAL BANK OF INDIA,Active,A,10,INE483A01010,Public Sector Bank,49628.93
532886,SEL Manufacturing Company Limited,SELMC,SEL MANUFACTURING COMPANY LTD.,Active,T,10,INE105I01020,Other Textile Products,148.77
532888,ASIAN GRANITO INDIA LIMITED,ASIANTILES,ASIAN GRANITO INDIA LTD.,Active,B,10,INE022I01019,Ceramics,875.05
532889,K.P.R. Mill Ltd.,KPRMILL,K.P.R. Mill Limited,Active,A,1,INE930H01031,Other Textile Products,30795.73
532890,Take Solutions Ltd,TAKE,TAKE SOLUTIONS LTD.,Active,B,1,INE142I01023,Healthcare Research- Analytics & Technology,264.95
532891,Puravankara Limited,PURVA,Puravankara Ltd,Active,B,5,INE323I01011,Residential- Commercial Projects,10268.58
532892,Motilal Oswal Financial Services Limited,MOTILALOFS,MOTILAL OSWAL FINANCIAL SERVICES LTD.,Active,A,1,INE338I01027,Stockbroking & Allied,55718.29
532893,VTM Ltd,VTMLTD,VTM LTD.,Active,X,1,INE222F01029,Other Textile Products,278.66
532894,Indowind Energy Ltd.,INDOWIND,INDOWIND ENERGY LTD.,Active,B,10,INE227G01018,Power Generation,287.23
