Security Code,Issuer Name,Symbol,Security Name,Status,Group,Face Value,ISIN No,Industry,Market Capitalisation
543624,MAAGH ADVERTISING AND MARKETING SERVICES LIMITED,MAAGHADV,Maagh Advertising and Marketing Services Ltd,Active,MT,1,INE0KY201021,Advertising & Media Agencies,522.03
543625,SecUR Credentials Limited,SECURCRED,SecUR Credentials Ltd,Active,Z,10,INE195Y01010,Diversified Commercial Services,15.93
543626,Electronics Mart India Limited,EMIL,Electronics Mart India Ltd,Active,A,10,INE02YR01019,Diversified Retail,7662.27
543627,HDFC Mutual Fund,HDFCLOWVOL,HDFC NIFTY100 Low Volatility 30 ETF,Active,B,12.62,INF179KC1HU8,,
543628,HDFC Mutual Fund,HDFCMOMENT,HDFC NIFTY200 Momentum 30 ETF,Active,B,19.06,INF179KC1HV6,,
543635,PIRAMAL PHARMA LIMITED,PPLPHARMA,Piramal Pharma Ltd,Active,A,10,INE0DK501011,Pharmaceuticals,36272.47
543636,Dc Infotech and Communication Limited,DCI,Dc Infotech and Communication Ltd,Active,B,10,INE0A1101019,Computers Hardware & Equipments,481
543637,PACE E-COMMERCE VENTURES LIMITED,PACE,Pace E-Commerce Ventures Ltd,Active,M,10,INE0N1L01018,E-Retail/ E-Commerce,75.01
543638,Tracxn Technologies Limited,TRACXN,Tracxn Technologies Ltd,Active,B,1,INE0HMF01019,Data Processing Services,861.48
543643,Narmada Agrobase Limited,NARMADA,Narmada Agrobase Ltd,Active,B,10,INE117Z01011,Animal Feed,61.15
543644,InfoBeans Technologies Limited,INFOBEAN,Infobeans Technologies Ltd,Active,B,10,INE344S01016,Computers - Software & Consulting,1079.9
543645,HINDPRAKASH INDUSTRIES LIMITED,HPIL,Hindprakash Industries Ltd,Active,B,10,INE05X901010,Dyes And Pigments,161.54
543650,DCX Systems Limited,DCXINDIA,DCX Systems Ltd,Active,B,2,INE0KL801015,Aerospace & Defense,3730.89
543651,DAPS ADVERTISING LIMITED,DAPS,DAPS Advertising Ltd,Active,M,10,INE975Z01012,Advertising & Media Agencies,13.58
543652,FUSION FINANCE LIMITED,FUSION,Fusion Finance Ltd,Active,A,10,INE139R01012,Microfinance Institutions,2207.88
543653,Bikaji Foods International Limited,BIKAJI,Bikaji Foods International Ltd,Active,A,1,INE00E101023,Packaged Foods,22024.87
543654,Global Health Limited,MEDANTA,Global Health Ltd,Active,A,2,INE474Q01031,Hospital,28546.59
543656,Technopack Polymers Limited,TECHNOPACK,Technopack Polymers Ltd,Active,M,10,INE0MXP01015,Plastic Products - Consumer,28.89
543657,Archean Chemical Industries Limited,ACI,Archean Chemical Industries Ltd,Active,A,2,INE128X01021,Specialty Chemicals,8456.65
543663,Five-Star Business Finance Ltd.,FIVESTAR,Five-Star Business Finance Ltd,Active,A,1,INE128S01021,Non Banking Financial Company (NBFC),19703.35
543664,KAYNES TECHNOLOGY INDIA LIMITED,KAYNES,Kaynes Technology India Ltd,Active,A,10,INE918Z01012,Industrial Products,33964.11
543665,HDFC Mutual Fund,HDFCNIFIT,HDFC NIFTY IT ETF,Active,B,29.99,INF179KC1IA8,,
543666,HDFC Mutual Fund,HDFCPVTBAN,HDFC NIFTY Private Bank ETF,Active,B,21.68,INF179KC1HZ7,,
543667,INOX GREEN ENERGY SERVICES LIMITED,INOXGREEN,Inox Green Energy Services Ltd,Active,A,10,INE510W01014,Other Utilities,6008.44
543668,B&B Triplewall Containers Limited,BBTCL,B&B Triplewall Containers Ltd,Active,B,10,INE01EE01011,Packaging,443.04
543669,Keystone Realtors Limited,RUSTOMJEE,Keystone Realtors Ltd,Active,B,10,INE263M01029,Residential- Commercial Projects,8950.09
543670,VINNY OVERSEAS LIMITED,VINNY,Vinny Overseas Ltd,Active,T,1,INE01KI01027,Garments & Apparels,88.4
543671,AAA TECHNOLOGIES LIMITED,AAATECH,AAA Technologies Ltd,Active,B,10,INE0D0U01013,Consulting Services,157
543677,ICICI Prudential Mutual Fund,FINIETF,ICICI Prudential Nifty Financial Services Ex-Bank ETF,Active,B,10,INF109KC17L8,,
543678,AMBO AGRITEC LIMITED,AMBOAGRI,Ambo Agritec Ltd,Active,MT,10,INE0N6V01016,Edible Oil,80.99
543686,Sirca Paints India Limited,SIRCA,Sirca Paints India Ltd,Active,B,10,INE792Z01011,Paints,2009.84
543687,Dharmaj Crop Guard Limited,DHARMAJ,Dharmaj Crop Guard Ltd,Active,B,10,INE00OQ01016,Pesticides & Agrochemicals,1098.75
543688,Sarveshwar Foods Limited,SARVESHWAR,Sarveshwar Foods Ltd,Active,B,1,INE324X01026,Other Agricultural Products,955.32
543689,Uniparts India Limited,UNIPARTS,Uniparts India Ltd,Active,B,10,INE244O01017,Auto Components & Equipments,2035.08
543709,PNGS GARGI FASHION JEWELLERY LIMITED,GARGI,PNGS Gargi Fashion Jewellery Ltd,Active,M,10,INE0NT601018,Gems- Jewellery And Watches,1020.19
543710,ICICI Prudential Mutual Fund,COMMOIETF,ICICI Prudential Nifty Commodities ETF,Active,B,10,INF109KC19O8,,
543711,Sula Vineyards Limited,SULA,Sula Vineyards Ltd,Active,A,2,INE142Q01026,Breweries & Distilleries,3612.3
543712,Abans Holdings Limited,AHL,Abans Holdings Ltd,Active,B,2,INE00ZE01026,Holding Company,2037.27
543713,Droneacharya Aerial Innovations Limited,DRONACHRYA,Droneacharya Aerial Innovations Ltd,Active,M,10,INE0MQD01015,Diversified Commercial Services,321.33
543714,LANDMARK CARS LIMITED,LANDMARK,Landmark Cars Ltd,Active,A,5,INE559R01029,Auto -Dealer,2583.18
543715,Indiabulls Enterprises Limited,IEL,Indiabulls Enterprises Ltd,Active,B,2,INE059901020,Diversified Commercial Services,269.54
543720,KFin Technologies Limited,KFINTECH,KFin Technologies Ltd,Active,A,10,INE138Y01010,Depositories- Clearing Houses and Other Intermediaries,17565.84
543725,Elin Electronics Limited,ELIN,Elin Electronics Ltd,Active,B,5,INE050401020,Household Appliances,1096.48
543732,Radiant Cash Management Services Limited,RADIANTCMS,Radiant Cash Management Services Ltd,Active,B,1,INE855R01021,Diversified Commercial Services,814.71
543737,Aveer Foods Limited,AVEER,Aveer Foods Ltd,Active,X,10,INE09BN01011,Packaged Foods,192.35
543738,DSP Mutual Fund,BANKETFADD,DSP Nifty Bank ETF,Active,B,10,INF740KA1RX3,,
543743,Sah Polymers Limited,SAH,Sah Polymers Ltd,Active,B,10,INE035801013,Packaging,273.18
543744,Rex Sealing and Packing Industries Limited,REXSEAL,Rex Sealing and Packing Industries Ltd,Active,M,10,INE0MFT01014,Packaging,52.75
543745,SVS VENTURES LIMITED,SVS,SVS Ventures Ltd,Active,M,10,INE0MID01012,Residential- Commercial Projects,29.89
543746,LOGICA INFOWAY LIMITED,LOGICA,Logica Infoway Ltd,Active,M,10,INE0BSU01018,Speciality Retail,388.26
543747,Kamdhenu Ventures Limited,KAMOPAINTS,Kamdhenu Ventures Ltd,Active,T,1,INE0BTI01037,Paints,692.84
543748,Aarti Pharmalabs Limited,AARTIPHARM,Aarti Pharmalabs Ltd,Active,A,5,INE0LRU01027,Pharmaceuticals,5977.24
543753,DHARNI CAPITAL SERVICES LIMITED,DHARNI,Dharni Capital Services Ltd,Active,M,1,INE0M9Q01011,Financial Products Distributor,88
543754,TRANSVOY LOGISTICS INDIA LIMITED,TRANSVOY,Transvoy Logistics India Ltd,Active,MT,10,INE0MPU01011,Logistics Solution Provider,57.15
543765,Earthstahl & Alloys Limited,EARTH,Earthstahl & Alloys Ltd,Active,M,10,INE0O4V01010,Iron & Steel Products,55.08
543766,Ashika Credit Capital Ltd.,ASHIKA,Ashika Credit Capital Ltd,Active,XT,10,INE094B01013,Non Banking Financial Company (NBFC),1284.45
543767,BODHI TREE MULTIMEDIA LIMITED,BTML,Bodhi Tree Multimedia Ltd,Active,B,1,INE0EEJ01023,Digital Entertainment,147.58
543768,NMDC Steel Limited,NSLNISP,NMDC Steel Ltd,Active,A,10,INE0NNS01018,Iron & Steel,14037.6
543769,INDONG TEA COMPANY LIMITED,INDONG,Indong Tea Company Ltd,Active,M,10,INE0KN201016,Tea & Coffee,40.5
543774,HDFC Mutual Fund,HDFCBSE500,HDFC S&P BSE 500 ETF,Active,B,23.86,INF179KC1EZ4,,
543775,HDFC Mutual Fund,HDFCSML250,HDFC NIFTY Smallcap 250 ETF,Active,B,91.31,INF179KC1FB2,,
543776,HDFC Mutual Fund,HDFCMID150,HDFC NIFTY Midcap 150 ETF,Active,B,11.6,INF179KC1HT0,,
543782,Sealmatic India Limited,SEALMATIC,Sealmatic India Ltd,Active,M,10,INE0O4601016,Other Industrial Products,469.92
543787,Macfos Limited,ROBU,Macfos Ltd,Active,M,10,INE0OLH01013,E-Retail/ E-Commerce,744.02
543798,Patron Exim Limited,PATRON,Patron Exim Ltd,Active,M,10,INE0NPA01011,Trading - Chemicals,18.2
543799,S.V.J.ENTERPRISES LIMITED,SVJ,S. V. J. ENTERPRISES Ltd,Active,MT,10,INE0JZS01010,Paper & Paper Products,88.58
543804,AMANAYA VENTURES LIMITED,AMANAYA,Amanaya Ventures Ltd,Active,M,10,INE0G1V01016,Precious Metals,5.76
543805,RESGEN LIMITED,RESGEN,Resgen Ltd,Active,MT,10,INE0NYN01016,Refineries & Marketing,286.31
543806,ITCONS E-Solutions Limited,ITCONS,ITCONS E-Solutions Ltd,Active,MT,10,INE0O6A01019,Diversified Commercial Services,273.06
543811,AIRAN LIMITED,AIRAN,Airan Ltd,Active,T,2,INE645W01026,IT Enabled Services,431.07
543812,DIVGI TORQTRANSFER SYSTEMS LIMITED,DIVGIITTS,DIVGI TORQTRANSFER SYSTEMS Ltd,Active,B,5,INE753U01022,Auto Components & Equipments,2006.24
543814,Prospect Commodities Limited,PCL,Prospect Commodities Ltd,Active,M,10,INE0OKG01017,Other Agricultural Products,59.53
543819,ICICI Prudential Mutual Fund,PSUBNKIETF,ICICI Prudential Nifty PSU Bank ETF,Active,B,10,INF109KC10S8,,
543828,SUDARSHAN PHARMA INDUSTRIES LIMITED,SUDARSHAN,Sudarshan Pharma Industries Ltd,Active,MT,10,INE00TV01015,Specialty Chemicals,989.11
543829,Global Surfaces Limited,GSLSU,Global Surfaces Ltd,Active,B,10,INE0JSX01015,Granites & Marbles,803.14
543830,LABELKRAFT TECHNOLOGIES LIMITED,LABELKRAFT,Labelkraft Technologies Ltd,Active,M,10,INE0NLJ01011,Paper & Paper Products,26.28
543831,Bright Outdoor Media Limited,BRIGHT,Bright Outdoor Media Ltd,Active,M,10,INE0OMI01019,Advertising & Media Agencies,660.51
543843,Command Polymers Limited,COMMAND,Command Polymers Ltd,Active,MT,10,INE0LKQ01012,Plastic Products - Industrial,27.12
543848,Dev Labtech Venture Limited,DEVLAB,Dev Labtech Venture Ltd,Active,M,10,INE0NIJ01017,Gems- Jewellery And Watches,75.9
543853,Axis Mutual Fund,AXSENSEX,AXIS S&P BSE SENSEX ETF,Active,B,10,INF846K010Q0,,
543858,Mirae Asset Mutual Fund,LOWVOL,Mirae Asset Nifty 100 Low Volatility 30 ETF,Active,B,100,INF769K01JU9,,
543860,J.A. Finance Limited,JAFINANCE,J.A. Finance Ltd,Active,XT,10,INE825B01010,Non Banking Financial Company (NBFC),39.33
543861,Udayshivakumar infra Limited,USK,Udayshivakumar Infra Ltd,Active,B,10,INE0N0Y01013,Civil Construction,330.7
543874,Maiden Forgings Limited,MAIDEN,Maiden Forgings Ltd,Active,M,10,INE0O1T01010,Iron & Steel Products,116.11
543895,Exhicon Events Media Solutions Limited,EXHICON,Exhicon Events Media Solutions Ltd,Active,M,10,INE0O8901016,Other Consumer Services,313.69
543896,Avalon Technologies Limited,AVALON,Avalon Technologies Ltd,Active,A,2,INE0LCL01028,Other Electrical Equipment,3910.24
543897,Sancode Technologies Limited,SANCODE,Sancode Technologies Ltd,Active,M,10,INE0P7001013,IT Enabled Services,26.45
543898,BEML Land Assets Limited,BLAL,BEML Land Assets Ltd,Active,B,10,INE0N7W01012,Investment Company,1001.34
543901,ROBUST HOTELS LIMITED,RHL,Robust Hotels Ltd,Active,B,10,INE508K01013,Hotels & Resorts,321.71
543902,Retina Paints Limited,RETINA,Retina Paints Ltd,Active,M,10,INE0NTC01019,Paints,98.97
543904,Mankind Pharma Limited,MANKIND,Mankind Pharma Ltd,Active,B,1,INE634S01028,Pharmaceuticals,108750.84
543905,INNOKAIZ INDIA LIMITED,INNOKAIZ,Innokaiz India Ltd,Active,M,10,INE0LDI01022,Advertising & Media Agencies,42.33
543910,AVG Logistics Limited,AVG,AVG Logistics Ltd,Active,B,10,INE680Z01018,Logistics Solution Provider,648.74
543911,Atal Realtech Limited,ATALREAL,Atal Realtech Ltd,Active,T,2,INE0ALR01029,Residential- Commercial Projects,134.33
543912,Power & Instrumentation (Gujarat) Limited,PIGL,Power and Instrumentation (Gujarat) Ltd,Active,T,10,INE557Z01018,Other Electrical Equipment,285.15
543914,Swati Projects Limited,SWATIPRO,Swati Projects Ltd,Active,XT,10,INE210F01016,Non Banking Financial Company (NBFC),112.62
543915,Pavna Industries Limited,PAVNAIND,Pavna Industries Ltd,Active,T,10,INE07S101020,Auto Components & Equipments,784.32
543916,Hemant Surgical Industries Limited,HSIL,Hemant Surgical Industries Ltd,Active,M,10,INE0GYI01028,Medical Equipment & Supplies,153.57
543917,SIGMA SOLVE LIMITED,SIGMA,Sigma Solve Ltd,Active,B,10,INE0A0S01010,IT Enabled Services,361.46
543918,GHCL Textiles Limited,GHCLTEXTIL,GHCL Textiles Ltd,Active,B,2,INE0PA801013,Other Textile Products,965.89
543919,M.K.Proteins Limited,MKPL,M. K. Proteins Ltd,Active,T,1,INE964W01021,Edible Oil,344.97
543920,CFF FLUID CONTROL LIMITED,CFF,CFF Fluid Control Ltd,Active,M,10,INE0NJ001013,Aerospace & Defense,1327.94
543921,Comrade Appliances Limited,COMRADE,Comrade Appliances Ltd,Active,M,10,INE0NXA01015,Consumer Electronics,94.71
543923,IKIO Lighting Limited,IKIO,IKIO Lighting Ltd,Active,B,10,INE0LOJ01019,Consumer Electronics,2111.31
543924,Sonalis Consumer Products Limited,SONALIS,Sonalis Consumer Products Ltd,Active,M,10,INE0N5O01013,Packaged Foods,15.47
543926,Bizotic Commercial Limited,BIZOTIC,Bizotic Commercial Ltd,Active,MT,10,INE0OJ401014,Garments & Apparels,97.77
543927,Asian Warehousing Limited,ASIAN,Asian Warehousing Ltd,Active,XT,10,INE04Z101016,Food Storage Facilities,16.35
543928,Cosmic CRF Limited,COSMICCRF,Cosmic CRF Ltd,Active,M,10,INE0ORA01015,Iron & Steel Products,1151.78
543929,HMA Agro Industries Limited,HMAAGRO,HMA Agro Industries Ltd,Active,B,1,INE0ECP01024,Meat Products including Poultry,2368.64
543930,URAVI T AND WEDGE LAMPS LIMITED,URAVI,Uravi T And Wedge Lamps Ltd,Active,T,10,INE568Z01015,Auto Components & Equipments,534.6
543931,VEEFIN SOLUTIONS LIMITED,VEEFIN,Veefin Solutions Ltd,Active,M,10,INE0Q0M01015,IT Enabled Services,1363.41
543932,IDEAFORGE TECHNOLOGY LIMITED,IDEAFORGE,Ideaforge Technology Ltd,Active,A,10,INE349Y01013,Aerospace & Defense,2449.28
543933,Cyient DLM Limited,CYIENTDLM,Cyient DLM Ltd,Active,A,10,INE055S01018,Industrial Products,5012.54
543934,Machhar Industries Limited,MACIND,Machhar Industries Ltd,Active,XT,10,INE01BT01015,Specialty Chemicals,31.12
543935,DSP Mutual Fund,ITETFADD,DSP Nifty IT ETF,Active,B,10,INF740KA1SX1,,
543936,Senco Gold Limited,SENCO,Senco Gold Ltd,Active,B,10,INE602W01019,Gems- Jewellery And Watches,9011.14
543937,ALPHALOGIC INDUSTRIES LIMITED,ALPHAIND,Alphalogic Industries Ltd,Active,M,10,INE0NZF01019,Other Industrial Products,206.08
543938,ACCELERATEBS INDIA LIMITED,ACCELERATE,Acceleratebs India Ltd,Active,M,10,INE0POP01017,Computers - Software & Consulting,70.1
543939,Kaka Industries Limited,KAKA,Kaka Industries Ltd,Active,M,10,INE0P3N01018,Plastic Products - Industrial,383.16
543940,Jio Financial Services Limited,JIOFIN,Jio Financial Services Ltd,Active,A,10,INE758E01017,Non Banking Financial Company (NBFC),204475.86
543941,AHASOLAR TECHNOLOGIES LIMITED,AHASOLAR,Ahasolar Technologies Ltd,Active,M,10,INE0NEV01011,E-Retail/ E-Commerce,86.46
543942,UTKARSH SMALL FINANCE BANK LIMITED,UTKARSHBNK,Utkarsh Small Finance Bank Ltd,Active,A,10,INE735W01017,Other Bank,4554.56
543943,ASARFI HOSPITAL LIMITED,ASARFI,Asarfi Hospital Ltd,Active,M,10,INE0DN001027,Hospital,169.22
543944,Mirae Asset Mutual Fund,BANKETF,Mirae Asset Nifty Bank ETF,Active,B,400,INF769K01KR3,,
543945,NETWEB TECHNOLOGIES INDIA LIMITED,NETWEB,Netweb Technologies India Ltd,Active,A,2,INE0NT901020,Computers Hardware & Equipments,14974.97
543947,DSP Mutual Fund,SENSEXADD,DSP BSE Sensex ETF,Active,A,10,INF740KA1SZ6,,
543948,DSP Mutual Fund,PSUBANKADD,DSP Nifty PSU Bank ETF,Active,B,10,INF740KA1SY9,,
543949,DSP Mutual Fund,PVTBANKADD,DSP Private Bank ETF,Active,B,10,INF740KA1TA7,,
543950,YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,YATHARTH,Yatharth Hospital & Trauma Care Services Ltd,Active,B,10,INE0JO301016,Hospital,5769.14
543951,Innovatus Entertainment Networks Limited,INNOVATUS,Innovatus Entertainment Networks Ltd,Active,MT,10,INE0LYO01018,Other Consumer Services,10.13
543952,NIIT Learning Systems Limited,NIITMTS,NIIT Learning Systems Ltd,Active,A,2,INE342G01023,Education,5915.58
543953,Khazanchi Jewellers Limited,KHAZANCHI,Khazanchi Jewellers Ltd,Active,M,10,INE0OWC01011,Gems- Jewellery And Watches,1340.04
543954,Allcargo Terminals Limited,ATL,Allcargo Terminals Ltd,Active,B,2,INE0NN701020,Port & Port services,1020.86
543955,Transindia Real Estate Limited,TREL,Transindia Real Estate Ltd,Active,B,2,INE0O3901029,Logistics Solution Provider,985.48
543956,ICICI Prudential Mutual Fund,QUAL30IETF,ICICI Prudential Nifty 200 Quality 30 ETF,Active,B,1,INF109KC18V5,,
543957,REDTAPE Limited,REDTAPE,Redtape Ltd,Active,A,2,INE0LXT01019,Footwear,12600.56
543958,VL E-Governance & IT Solutions Limited,VLEGOV,VL E-Governance & IT Solutions Ltd,Active,T,10,INE03HW01020,IT Enabled Services,1610.46
543959,SBFC Finance Limited,SBFC,SBFC Finance Ltd,Active,A,10,INE423Y01016,Non Banking Financial Company (NBFC),9114.89
543960,Concord Biotech Limited,CONCORDBIO,Concord Biotech Ltd,Active,A,1,INE338H01029,Pharmaceuticals,18975.29
543962,D.P. WIRES LIMITED,DPWIRES,D.P. Wires Ltd,Active,B,10,INE864X01013,Iron & Steel Products,639.24
543963,SHELTER PHARMA LIMITED,SHELTER,Shelter Pharma Ltd,Active,M,10,INE013V01011,Pharmaceuticals,70.23
543965,TVS Supply Chain Solutions Limited,TVSSCS,TVS Supply Chain Solutions Ltd,Active,A,1,INE395N01027,Logistics Solution Provider,8435.26
543969,Pyramid Technoplast Limited,PYRAMID,Pyramid Technoplast Ltd,Active,B,10,INE0MIS01010,Packaging,846.42
543970,Shoora Designs Limited,SHOORA,Shoora Designs Ltd,Active,MT,10,INE0OJZ01019,Gems- Jewellery And Watches,13.19
543971,Bondada Engineering Limited,BONDADA,Bondada Engineering Ltd,Active,M,2,INE0Q8P01029,Telecom - Infrastructure,6086.92
543972,Aeroflex Industries Limited,AEROFLEX,Aeroflex Industries Ltd,Active,B,2,INE024001021,Iron & Steel Products,2478.42
543974,VISHNU PRAKASH R PUNGLIA LIMITED,VPRPL,Vishnu Prakash R Punglia Ltd,Active,B,10,INE0AE001013,Civil Construction,3882.66
543975,UTI Mutual Fund,NIFMID150,UTI NIFTY MIDCAP 150 ETF,Active,B,10,INF789F1AYX9,,
543976,Shradha AI Technologies Limited,SHRAAITECH,Shradha AI Technologies Ltd,Active,X,5,INE489B01023,Computers - Software & Consulting,195.05
543977,Rishabh Instruments Limited,RISHABH,Rishabh Instruments Ltd,Active,B,10,INE0N2P01017,Other Electrical Equipment,1344.35
543978,Ratnaveer Precision Engineering Limited,RATNAVEER,Ratnaveer Precision Engineering Ltd,Active,T,10,INE05CZ01011,Iron & Steel Products,982.11
543979,Kahan Packaging Limited,KAHAN,Kahan Packaging Ltd,Active,M,10,INE04T901017,Packaging,19.45
543980,Jupiter Life Line Hospitals Limited,JLHL,Jupiter Life Line Hospitals Ltd,Active,B,10,INE682M01012,Hospital,9039.26
543981,R R KABEL LIMITED,RRKABEL,R R Kabel Ltd,Active,A,5,INE777K01022,Cables - Electricals,17433.33
543982,Meson Valves India Limited,MESON,Meson Valves India Ltd,Active,MT,10,INE0OYE01013,Other Industrial Products,640.08
543983,EMS LIMITED,EMSLIMITED,EMS Ltd,Active,B,10,INE0OV601013,Waste Management,4443.58
543984,Samhi Hotels Limited,SAMHI,Samhi Hotels Ltd,Active,A,1,INE08U801020,Hotels & Resorts,4000.56
543985,ZAGGLE PREPAID OCEAN SERVICES LIMITED,ZAGGLE,Zaggle Prepaid Ocean Services Ltd,Active,T,1,INE07K301024,IT Enabled Services,5084.5
543986,South West Pinnacle Exploration Limited,SOUTHWEST,South West Pinnacle Exploration Ltd,Active,B,10,INE980Y01015,Diversified Commercial Services,324.92
543987,Navi Mutual Fund,NAVINIFTY,NAVI NIFTY 50 ETF,Active,B,10,INF959L01HI3,,
543988,Nuvama Wealth Management Limited,NUVAMA,Nuvama Wealth Management Ltd,Active,B,10,INE531F01015,Stockbroking & Allied,25139.53
543989,Sai Silks (Kalamandir) Limited,KALAMANDIR,Sai Silks (Kalamandir) Ltd,Active,A,2,INE438K01021,Speciality Retail,2690.81
543990,SIGNATUREGLOBAL (INDIA) LIMITED,SIGNATURE,Signatureglobal (India) Ltd,Active,A,1,INE903U01023,Residential- Commercial Projects,19101.73
543991,TECHKNOWGREEN SOLUTIONS LIMITED,TECHKGREEN,Techknowgreen Solutions Ltd,Active,M,10,INE0P4P01011,Consulting Services,210.92
543992,YATRA ONLINE LIMITED,YATRA,Yatra Online Ltd,Active,B,1,INE0JR601024,"Tour, Travel Related Services",1734.71
543993,ARCL Organics Ltd,ARCL,ARCL Organics Ltd,Active,XT,10,INE372M01010,Commodity Chemicals,130.76
543994,JSW Infrastructure Limited,JSWINFRA,JSW Infrastructure Ltd,Active,B,2,INE880J01026,Port & Port services,65152.55
543995,MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,MVGJL,Manoj Vaibhav Gems N Jewellers Ltd,Active,B,10,INE0KNT01012,Gems- Jewellery And Watches,1225.09
543996,Updater Services Limited,UDS,Updater Services Ltd,Active,B,10,INE851I01011,Diversified Commercial Services,2764.97
543997,ORGANIC RECYCLING SYSTEMS LIMITED,ORGANICREC,Organic Recycling Systems Ltd,Active,M,10,INE0MIO01019,Waste Management,198.64
543998,Valiant Laboratories Limited,VALIANTLAB,Valiant Laboratories Ltd,Active,B,10,INE0JWS01017,Pharmaceuticals,506.19
543999,Mirae Asset Mutual Fund,SENSEXETF,Mirae Asset S&P BSE Sensex ETF,Active,A,10,INF769K01KT9,,
544000,CITY CROPS AGRO LIMITED,CCAL,City Crops Agro Ltd,Active,M,10,INE0M7501019,Other Agricultural Products,45.69
544001,Sunita Tools Limited,SUNITATOOL,Sunita Tools Ltd,Active,MT,10,INE0Q1S01010,Industrial Products,286.71
544002,Vivaa Tradecom Limited,VIVAA,Vivaa Tradecom Ltd,Active,M,10,INE0PA601017,Trading - Textile Products,18.78
544003,Plaza Wires Limited,PLAZACABLE,Plaza Wires Ltd,Active,B,10,INE0INJ01017,Cables - Electricals,350.02
